"","cell_index","PointNum","pos_x","pos_y","cell_Area","k10_mesmer","k15_mesmer","mesmer_full"
"2322",2322,"A1",11.7119047619048,513.257142857143,420,"Endothelial","Endothelial","Endothelial"
"2323",2323,"A1",1537,512.946666666667,225,"B","B","Epithelial"
"2324",2324,"A1",1594.13385826772,513.456692913386,381,"B","Epithelial","Epithelial"
"2325",2325,"A1",1625.66896551724,512.551724137931,145,"B","B","B"
"2326",2326,"A1",36.2760180995475,515.737556561086,221,"B","B","Endothelial"
"2327",2327,"A1",364.213352685051,513.281567489115,689,"B","Endothelial","B"
"2328",2328,"A1",1117.00402414487,514.175050301811,497,"B","Epithelial","Epithelial"
"2329",2329,"A1",1577.18361581921,514.341807909605,354,"B","B","Epithelial"
"2330",2330,"A1",1639.64341085271,514.488372093023,129,"B","B","B"
"2331",2331,"A1",2010.4375,513.571875,320,"B","B","B"
"2332",2332,"A1",90.3815384615385,514.995384615385,650,"Lymphatic","Lymphatic","Lymphatic"
"2333",2333,"A1",1793.66288951841,515.056657223796,353,"B","B","Lymphatic"
"2334",2334,"A1",68.8118811881188,516.247524752475,505,"B","Endothelial","Endothelial"
"2335",2335,"A1",172.139737991266,515.672489082969,229,"B","B","Lymphatic"
"2336",2336,"A1",213.510067114094,516.052013422819,596,"B","B","Endothelial"
"2337",2337,"A1",764.560344827586,515.405172413793,696,"B","Endothelial","Endothelial"
"2338",2338,"A1",1868.02429906542,516.241121495327,535,"Lymphatic","Lymphatic","Lymphatic"
"2339",2339,"A1",249.380073800738,517.333948339483,542,"B","B","B"
"2340",2340,"A1",677.459016393443,514.927868852459,305,"B","Endothelial","Endothelial"
"2341",2341,"A1",1702.85815602837,516.067375886525,564,"B","B","B"
"2342",2342,"A1",1729.53249097473,517.052346570397,554,"B","B","DC"
"2343",2343,"A1",387.384328358209,518.055970149254,268,"B","B","B"
"2344",2344,"A1",1505.83783783784,518.468468468468,111,"B","B","B"
"2345",2345,"A1",983.141025641026,518.576923076923,156,"B","Epithelial","Epithelial"
"2346",2346,"A1",1177.72366148532,518.333333333333,579,"B","Epithelial","Epithelial"
"2347",2347,"A1",1318.56831395349,519.328488372093,688,"B","Epithelial","Epithelial"
"2348",2348,"A1",435.32683982684,519.950216450216,462,"Lymphatic","Lymphatic","Lymphatic"
"2349",2349,"A1",838.3625,519.891666666667,240,"B","B","B"
"2350",2350,"A1",862.842209072978,520.386587771203,507,"B","Endothelial","B"
"2351",2351,"A1",907.205733558179,519.283305227656,593,"B","Endothelial","B"
"2352",2352,"A1",1373.05246252677,520.630620985011,934,"Unresolvable","Unresolvable","DC"
"2353",2353,"A1",1837.8835978836,520.613756613757,567,"Lymphatic","Lymphatic","Lymphatic"
"2354",2354,"A1",111.408602150538,520.206451612903,465,"B","B","Lymphatic"
"2355",2355,"A1",573.64238410596,521.721854304636,151,"B","Epithelial","Epithelial"
"2356",2356,"A1",330.780918727915,520.690812720848,566,"B","B","Epithelial"
"2357",2357,"A1",467.120430107527,521.393548387097,465,"B","B","CD4"
"2358",2358,"A1",625.978723404255,522.234042553191,47,"B","Epithelial","Epithelial"
"2359",2359,"A1",1927.564,522.712,250,"Lymphatic","Lymphatic","Lymphatic"
"2360",2360,"A1",824.292063492063,523.495238095238,315,"B","B","Epithelial"
"2361",2361,"A1",2045.64516129032,523.145161290323,62,"B","B","Lymphatic"
"2362",2362,"A1",412.137221269297,523.825042881647,583,"B","Endothelial","Endothelial"
"2363",2363,"A1",498.932816537468,525.498708010336,387,"Lymphatic","Lymphatic","Lymphatic"
"2364",2364,"A1",526.296296296296,524.199677938808,621,"B","B","B"
"2365",2365,"A1",641.717514124294,523.920903954802,177,"B","Epithelial","Epithelial"
"2366",2366,"A1",1519.48249027237,523.610894941634,257,"B","B","B"
"2367",2367,"A1",2024.03448275862,524.885057471264,87,"B","B","B"
"2368",2368,"A1",615,524.631578947368,19,"B","B","Epithelial"
"2369",2369,"A1",1220.70802919708,525.61800486618,411,"B","Epithelial","Epithelial"
"2370",2370,"A1",1612.55220883534,525.042168674699,498,"B","B","B"
"2371",2371,"A1",1966.78554216867,523.951807228916,415,"B","B","Lymphatic"
"2372",2372,"A1",275.593471810089,526.112759643917,337,"B","Endothelial","B"
"2373",2373,"A1",290.705882352941,526.327731092437,119,"B","Endothelial","Endothelial"
"2374",2374,"A1",1064.22002635046,525.727272727273,759,"B","Endothelial","Endothelial"
"2375",2375,"A1",1296.14728682171,524.87984496124,774,"B","Endothelial","B"
"2376",2376,"A1",1424.09929078014,525.574468085106,423,"B","B","B"
"2377",2377,"A1",1639.11764705882,526.674740484429,289,"B","B","B"
"2378",2378,"A1",1655.35858585859,526.530303030303,198,"B","B","B"
"2379",2379,"A1",1677.89370932755,526.032537960954,461,"B","B","B"
"2380",2380,"A1",964.659133709981,527.062146892655,531,"B","Epithelial","Epithelial"
"2381",2381,"A1",1262.20325203252,527.630894308943,615,"B","B","Epithelial"
"2382",2382,"A1",1335.01104972376,526.563535911602,181,"B","B","Epithelial"
"2383",2383,"A1",1549.2304737516,526.956466069142,781,"B","B","M1"
"2384",2384,"A1",1893.29218106996,527.004115226337,243,"Lymphatic","Lymphatic","Lymphatic"
"2385",2385,"A1",157.625820568928,527.814004376368,457,"T","CD4","CD4"
"2386",2386,"A1",313.478448275862,526.506465517241,464,"B","B","Epithelial"
"2387",2387,"A1",795.125226860254,527.758620689655,551,"B","B","Epithelial"
"2388",2388,"A1",1753.12875536481,529.812589413448,699,"B","B","DC"
"2389",2389,"A1",1942.78048780488,527.585365853659,164,"B","B","Lymphatic"
"2390",2390,"A1",138.303249097473,528.823104693141,277,"B","B","B"
"2391",2391,"A1",1349.0671641791,529.281094527363,402,"B","B","Epithelial"
"2392",2392,"A1",52.7386934673367,529.005025125628,199,"Endothelial","Endothelial","Endothelial"
"2393",2393,"A1",928.786842105263,529.359210526316,760,"B","B","Epithelial"
"2394",2394,"A1",1491.65333333333,529.357777777778,450,"B","B","Epithelial"
"2395",2395,"A1",1915.17012448133,531.497925311203,241,"Lymphatic","Lymphatic","Lymphatic"
"2396",2396,"A1",550.842315369261,530.656686626746,501,"B","B","Epithelial"
"2397",2397,"A1",1457.83298538622,530.104384133612,479,"B","B","Epithelial"
"2398",2398,"A1",453.535483870968,531.761290322581,155,"B","B","Lymphatic"
"2399",2399,"A1",203.884892086331,533.762589928058,139,"Neutrophil","Neutrophil","Neutrophil"
"2400",2400,"A1",221.525,535.169444444444,360,"Neutrophil","Neutrophil","Neutrophil"
"2401",2401,"A1",1403.71063829787,532.846808510638,470,"B","B","Epithelial"
"2402",2402,"A1",17.2768031189084,534.017543859649,513,"B","B","B"
"2403",2403,"A1",1576.86384976526,533.720657276995,426,"B","B","Epithelial"
"2404",2404,"A1",1983.28888888889,534.195061728395,405,"B","B","Lymphatic"
"2405",2405,"A1",2032.52789699571,533.776824034335,233,"B","B","Lymphatic"
"2406",2406,"A1",1801.01024590164,534.452868852459,488,"B","B","Lymphatic"
"2407",2407,"A1",41.6114864864865,535.976351351351,296,"Endothelial","Endothelial","Endothelial"
"2408",2408,"A1",251.821100917431,535.408256880734,218,"B","B","B"
"2409",2409,"A1",766.454545454545,536.384912959381,517,"B","B","Epithelial"
"2410",2410,"A1",1192.18142548596,536.22030237581,463,"B","Epithelial","Epithelial"
"2411",2411,"A1",1700.24444444444,536.183333333333,360,"B","B","B"
"2412",2412,"A1",72.3853503184713,537.343949044586,314,"B","B","CD4"
"2413",2413,"A1",514.370558375635,536.771573604061,197,"Lymphatic","Lymphatic","Lymphatic"
"2414",2414,"A1",660.267045454545,537.556818181818,176,"B","Epithelial","Epithelial"
"2415",2415,"A1",1595.3829787234,537.106382978723,282,"B","B","Epithelial"
"2416",2416,"A1",366.301075268817,538.225806451613,93,"B","Endothelial","Endothelial"
"2417",2417,"A1",1115.48780487805,538.362369337979,287,"B","Epithelial","Epithelial"
"2418",2418,"A1",1237.67873303167,537.723981900452,221,"B","Epithelial","Epithelial"
"2419",2419,"A1",1507.5,538.517361111111,288,"B","B","B"
"2420",2420,"A1",1872.21339563863,538.584112149533,642,"Lymphatic","Lymphatic","Lymphatic"
"2421",2421,"A1",842.399014778325,539.088669950739,203,"B","B","B"
"2422",2422,"A1",864.422448979592,538.563265306123,490,"B","B","CD4"
"2423",2423,"A1",884.737569060773,536.301104972376,362,"B","Endothelial","Endothelial"
"2424",2424,"A1",1476.23676012461,539.523364485981,321,"B","Epithelial","Epithelial"
"2425",2425,"A1",1937.78260869565,539.409937888199,161,"B","B","B"
"2426",2426,"A1",109.568062827225,540.531413612565,382,"B","B","Lymphatic"
"2427",2427,"A1",437.097251585624,539.949260042283,473,"B","B","B"
"2428",2428,"A1",475.24024024024,539.396396396396,333,"B","B","Lymphatic"
"2429",2429,"A1",1250.37951807229,539.421686746988,166,"B","Epithelial","Epithelial"
"2430",2430,"A1",1817.90760869565,539.627717391304,368,"Lymphatic","Lymphatic","Lymphatic"
"2431",2431,"A1",1836.91649269311,541.123173277662,479,"Lymphatic","Lymphatic","Lymphatic"
"2432",2432,"A1",1958.6575,540.5225,400,"B","B","B"
"2433",2433,"A1",385.876325088339,543.075382803298,849,"B","B","B"
"2434",2434,"A1",1139.0734557596,540.417362270451,599,"B","Epithelial","Epithelial"
"2435",2435,"A1",2045.8679245283,541.566037735849,53,"B","B","Lymphatic"
"2436",2436,"A1",58.4583333333333,541.375,24,"B","B","CD4"
"2437",2437,"A1",264.201570680628,542.397905759162,382,"T","CD4","CD4"
"2438",2438,"A1",294.358024691358,541.358024691358,243,"B","Endothelial","Endothelial"
"2439",2439,"A1",493.283018867925,541.38679245283,212,"B","B","Lymphatic"
"2440",2440,"A1",1668.52038834951,542.458252427184,515,"B","B","B"
"2441",2441,"A1",2011.48387096774,542.904838709677,620,"B","B","Epithelial"
"2442",2442,"A1",1524.90107526882,542.731182795699,465,"B","B","DC"
"2443",2443,"A1",1727.08783783784,542.986486486486,592,"B","B","M1"
"2444",2444,"A1",4.23004694835681,546.793427230047,213,"B","Endothelial","B"
"2445",2445,"A1",192.434482758621,544.931034482759,145,"Endothelial","Endothelial","Endothelial"
"2446",2446,"A1",577.114285714286,544.537142857143,175,"B","Epithelial","Epithelial"
"2447",2447,"A1",672.145454545455,545.418181818182,165,"B","Epithelial","Epithelial"
"2448",2448,"A1",722.162037037037,545.06712962963,432,"B","Epithelial","Epithelial"
"2449",2449,"A1",817.179190751445,543.44894026975,519,"B","Epithelial","Epithelial"
"2450",2450,"A1",1894.61203319502,544.188796680498,482,"B","B","CD4"
"2451",2451,"A1",1781.52622061483,543.830018083183,553,"B","B","Lymphatic"
"2452",2452,"A1",1215.01275510204,545.84693877551,392,"B","Epithelial","Epithelial"
"2453",2453,"A1",1331.67907801418,546.624113475177,564,"B","B","Epithelial"
"2454",2454,"A1",1435.91181364393,545.48918469218,601,"B","B","Epithelial"
"2455",2455,"A1",2037.56050955414,546.649681528662,157,"B","B","Lymphatic"
"2456",2456,"A1",506.008438818565,547.696202531646,237,"B","B","B"
"2457",2457,"A1",1561.50757575758,548.026515151515,528,"B","B","Epithelial"
"2458",2458,"A1",1635.78463476071,547.11838790932,794,"B","B","Epithelial"
"2459",2459,"A1",31.5263157894737,549.289473684211,342,"B","B","CD4"
"2460",2460,"A1",129.570190641248,548.882149046794,577,"B","B","Lymphatic"
"2461",2461,"A1",535.300884955752,548.924778761062,452,"B","B","B"
"2462",2462,"A1",1173.19789473684,549.450526315789,475,"B","Epithelial","Epithelial"
"2463",2463,"A1",1414.14136125654,548.685863874346,191,"B","B","Epithelial"
"2464",2464,"A1",1617.03846153846,548.692307692308,52,"B","B","B"
"2465",2465,"A1",156.629526462396,549.239554317549,718,"B","B","Lymphatic"
"2466",2466,"A1",692.395348837209,551.546511627907,172,"B","B","Epithelial"
"2467",2467,"A1",1356.67377398721,550.411513859275,469,"B","B","Endothelial"
"2468",2468,"A1",1493.78830083565,550.813370473538,359,"B","B","Epithelial"
"2469",2469,"A1",405.690573770492,552.008196721311,488,"B","B","Endothelial"
"2470",2470,"A1",654.92,551.4,25,"B","Epithelial","Epithelial"
"2471",2471,"A1",959.994910941476,552.297709923664,393,"B","B","Epithelial"
"2472",2472,"A1",1395.32303370787,552.410112359551,356,"B","B","Epithelial"
"2473",2473,"A1",1600.87969924812,551.899749373434,399,"B","B","B"
"2474",2474,"A1",93.1399317406143,552.9795221843,586,"T","CD4","Treg"
"2475",2475,"A1",235.28992248062,552.697674418605,645,"Endothelial","Endothelial","Endothelial"
"2476",2476,"A1",277.3,552.868888888889,450,"B","Endothelial","B"
"2477",2477,"A1",929.426592797784,553.308864265928,722,"B","Epithelial","Epithelial"
"2478",2478,"A1",1303.68298368298,552.013986013986,429,"B","B","Epithelial"
"2479",2479,"A1",47.9059139784946,557.733870967742,372,"B","B","CD4"
"2480",2480,"A1",207.015965166909,554.970972423803,689,"B","B","Endothelial"
"2481",2481,"A1",1459.28461538462,552.657692307692,520,"B","B","Epithelial"
"2482",2482,"A1",1705.8618556701,554.360824742268,485,"B","B","B"
"2483",2483,"A1",14.6387096774194,554.838709677419,155,"B","B","B"
"2484",2484,"A1",1275.58473282443,555.735877862595,655,"B","B","CD4"
"2485",2485,"A1",1744.2746615087,554.967117988395,517,"B","B","Lymphatic"
"2486",2486,"A1",471.186046511628,556.786469344609,473,"B","Endothelial","B"
"2487",2487,"A1",708.027272727273,555.6,110,"B","Epithelial","Epithelial"
"2488",2488,"A1",1232.58689458689,555.897435897436,351,"B","Epithelial","Epithelial"
"2489",2489,"A1",1845.27597402597,556.185064935065,616,"Lymphatic","Lymphatic","Lymphatic"
"2490",2490,"A1",67.7893738140418,557.047438330171,527,"B","B","Lymphatic"
"2491",2491,"A1",361.017621145374,557.321585903084,454,"B","Endothelial","B"
"2492",2492,"A1",1987.27142857143,556.3875,560,"B","B","Lymphatic"
"2493",2493,"A1",429.99481865285,557.468911917098,386,"B","B","B"
"2494",2494,"A1",1379,557.037109375,512,"B","Epithelial","Epithelial"
"2495",2495,"A1",1517.77272727273,558.063636363636,110,"B","B","B"
"2496",2496,"A1",1872.13186813187,558.901098901099,182,"Lymphatic","Lymphatic","Lymphatic"
"2497",2497,"A1",1925.72005988024,553.127245508982,668,"B","B","B"
"2498",2498,"A1",1952.63471971067,557.356238698011,553,"B","B","DC"
"2499",2499,"A1",902.81015037594,561.046992481203,532,"B","B","B"
"2500",2500,"A1",1533.85853658537,560.443902439024,205,"B","B","Epithelial"
"2501",2501,"A1",1682.24952015355,559.391554702495,521,"B","B","Epithelial"
"2502",2502,"A1",2027.62049861496,560.038781163435,361,"B","B","B"
"2503",2503,"A1",450.004048582996,561.042510121457,494,"B","B","B"
"2504",2504,"A1",823.856697819315,564.277258566978,321,"B","B","B"
"2505",2505,"A1",845.727848101266,561.569620253165,632,"B","B","B"
"2506",2506,"A1",1199.69704433498,560.677339901478,406,"B","Epithelial","Epithelial"
"2507",2507,"A1",1774.28691983122,562.122362869198,237,"B","B","DC"
"2508",2508,"A1",1806.99243856333,562.162570888469,529,"Lymphatic","Lymphatic","Lymphatic"
"2509",2509,"A1",1441.38053097345,563.433628318584,113,"B","B","Epithelial"
"2510",2510,"A1",1507.01530612245,563.367346938776,196,"B","B","M1"
"2511",2511,"A1",1788.58490566038,563.496855345912,159,"Lymphatic","Lymphatic","Lymphatic"
"2512",2512,"A1",552.631493506493,564.717532467532,616,"B","B","Epithelial"
"2513",2513,"A1",1158.92070484581,564.013215859031,227,"B","Epithelial","Epithelial"
"2514",2514,"A1",1551.93565683646,563.597855227882,373,"B","B","Epithelial"
"2515",2515,"A1",1656.49838187702,564.875404530744,618,"B","B","Epithelial"
"2516",2516,"A1",518.170771756979,564.203612479475,609,"B","B","B"
"2517",2517,"A1",1903.36217948718,564.620192307692,624,"B","B","B"
"2518",2518,"A1",2002.6256684492,565.171122994652,187,"B","B","Epithelial"
"2519",2519,"A1",27.0827067669173,567.210526315789,399,"B","B","Lymphatic"
"2520",2520,"A1",176.985576923077,566.355769230769,416,"B","Endothelial","Endothelial"
"2521",2521,"A1",1412.41463414634,565.929268292683,410,"B","B","Epithelial"
"2522",2522,"A1",497.337182448037,567.182448036952,433,"B","B","B"
"2523",2523,"A1",1582.84478021978,566.583791208791,728,"B","B","Epithelial"
"2524",2524,"A1",1619.25506756757,566.677364864865,592,"B","B","B"
"2525",2525,"A1",312.016806722689,567.405462184874,476,"B","Endothelial","Endothelial"
"2526",2526,"A1",734.722126929674,567.566037735849,583,"B","Epithelial","Epithelial"
"2527",2527,"A1",1250.51937984496,567.403100775194,387,"B","Epithelial","Epithelial"
"2528",2528,"A1",796.315904139434,570.122004357298,459,"B","Epithelial","Epithelial"
"2529",2529,"A1",259.021484375,568.939453125,512,"Unresolvable","Unresolvable","DC"
"2530",2530,"A1",1468.51940298507,569.277611940298,335,"B","B","Epithelial"
"2531",2531,"A1",1698.47413793103,570.51724137931,116,"B","B","Epithelial"
"2532",2532,"A1",1965.49765258216,570.077464788732,426,"B","B","DC"
"2533",2533,"A1",394.840816326531,571.510204081633,245,"B","B","B"
"2534",2534,"A1",874.038554216868,570.74578313253,830,"B","B","B"
"2535",2535,"A1",968.922666666667,571.414666666667,750,"B","B","Epithelial"
"2536",2536,"A1",1488.07489878543,571.346153846154,494,"B","B","Epithelial"
"2537",2537,"A1",1521.37398373984,570.926829268293,246,"B","B","Epithelial"
"2538",2538,"A1",2043.27195467422,569.609065155807,353,"B","B","Epithelial"
"2539",2539,"A1",146.927576601671,571.866295264624,359,"B","Endothelial","Endothelial"
"2540",2540,"A1",281.651685393258,571.491573033708,356,"M2","M2","M2"
"2541",2541,"A1",578.128898128898,572.81288981289,481,"B","Epithelial","Epithelial"
"2542",2542,"A1",767.680769230769,572.115384615385,260,"B","Epithelial","Epithelial"
"2543",2543,"A1",1326.65644171779,571.490797546012,652,"B","B","B"
"2544",2544,"A1",111.275488069414,572.772234273319,461,"B","B","Lymphatic"
"2545",2545,"A1",1352.39615384615,572.376923076923,520,"B","B","Endothelial"
"2546",2546,"A1",1759.20809248555,572.687861271676,519,"B","B","Lymphatic"
"2547",2547,"A1",417.491071428571,572.933928571429,560,"B","B","B"
"2548",2548,"A1",935.752851711027,573.944866920152,526,"B","Epithelial","Epithelial"
"2549",2549,"A1",1737.9358974359,575.49358974359,312,"B","B","Epithelial"
"2550",2550,"A1",335.610194902549,575.932533733133,667,"B","Endothelial","B"
"2551",2551,"A1",479.731707317073,575.445993031359,287,"B","B","B"
"2552",2552,"A1",533.648208469055,574.273615635179,307,"B","Endothelial","B"
"2553",2553,"A1",1178.82916666667,574.45,240,"B","Epithelial","Epithelial"
"2554",2554,"A1",1220.38461538462,576.708502024292,247,"B","Epithelial","Epithelial"
"2555",2555,"A1",7.24257425742574,572.287128712871,202,"T","CD4","CD4"
"2556",2556,"A1",60.4984615384615,576.636923076923,325,"T","CD4","Treg"
"2557",2557,"A1",604.173076923077,577.432692307692,104,"B","Epithelial","Epithelial"
"2558",2558,"A1",1396.62406015038,576.296992481203,266,"B","B","Epithelial"
"2559",2559,"A1",1718.16865417376,576.577512776831,587,"B","B","Epithelial"
"2560",2560,"A1",1826.33603896104,576.641233766234,616,"Endothelial","Endothelial","Endothelial"
"2561",2561,"A1",1884.52941176471,577.480968858132,289,"B","B","B"
"2562",2562,"A1",2021.8073878628,575.849604221636,379,"B","B","Epithelial"
"2563",2563,"A1",375.357664233577,578.032846715328,822,"B","B","Endothelial"
"2564",2564,"A1",1806.88764044944,578.932584269663,89,"Lymphatic","Lymphatic","Lymphatic"
"2565",2565,"A1",16.015873015873,579.042328042328,189,"T","CD4","CD4"
"2566",2566,"A1",94.9342105263158,579.577067669173,532,"B","B","Lymphatic"
"2567",2567,"A1",1454.85858585859,579.525252525253,99,"B","B","Epithelial"
"2568",2568,"A1",1861.74789915966,578.953781512605,476,"B","B","Lymphatic"
"2569",2569,"A1",77.5400843881856,580.464135021097,237,"Lymphatic","Lymphatic","Lymphatic"
"2570",2570,"A1",205.596581196581,580.565811965812,585,"B","B","Endothelial"
"2571",2571,"A1",1195.46610169492,580.084745762712,118,"B","Epithelial","Epithelial"
"2572",2572,"A1",1982.11785714286,580.735714285714,280,"B","B","Lymphatic"
"2573",2573,"A1",296.773333333333,580.810666666667,375,"B","Endothelial","Endothelial"
"2574",2574,"A1",1442.06451612903,581.693548387097,372,"B","B","Epithelial"
"2575",2575,"A1",1691.90939597315,581.513422818792,298,"B","B","Epithelial"
"2576",2576,"A1",1291.92764661081,582.115765422696,1313,"B","B","B"
"2577",2577,"A1",41.8058252427184,582.509708737864,412,"T","CD8","CD8"
"2578",2578,"A1",129.455102040816,582.157142857143,490,"B","Endothelial","Endothelial"
"2579",2579,"A1",221.971631205674,583.673758865248,141,"Endothelial","Endothelial","Endothelial"
"2580",2580,"A1",443.09793814433,582.927835051546,388,"B","Endothelial","B"
"2581",2581,"A1",1261.00436681223,581.550218340611,458,"T","CD4","Treg"
"2582",2582,"A1",26.9166666666667,583.966666666667,60,"Lymphatic","Lymphatic","Lymphatic"
"2583",2583,"A1",465.190201729107,581.962536023055,347,"B","B","Lymphatic"
"2584",2584,"A1",1784.61658031088,584.433937823834,772,"Lymphatic","Lymphatic","Lymphatic"
"2585",2585,"A1",1919.39534883721,584.386046511628,430,"B","B","B"
"2586",2586,"A1",1936.07766990291,583.592233009709,309,"B","B","B"
"2587",2587,"A1",2006.27705627706,584.212121212121,462,"B","B","B"
"2588",2588,"A1",1614.65100671141,584.785234899329,149,"B","B","B"
"2589",2589,"A1",1638.52584670232,584.02495543672,561,"B","B","B"
"2590",2590,"A1",164.346693386774,584.959919839679,499,"T","CD8","CD8"
"2591",2591,"A1",1426.75055679287,585.913140311804,449,"B","B","Epithelial"
"2592",2592,"A1",1547.7065462754,585.52144469526,443,"B","B","Epithelial"
"2593",2593,"A1",355.299212598425,586.905511811024,127,"B","Endothelial","Endothelial"
"2594",2594,"A1",907.672941176471,588.884705882353,425,"B","B","Epithelial"
"2595",2595,"A1",1378.90172413793,586.918965517241,580,"B","B","Endothelial"
"2596",2596,"A1",1598.86859688196,587.144766146993,449,"B","B","B"
"2597",2597,"A1",1955.53790613718,586.884476534296,554,"B","B","Lymphatic"
"2598",2598,"A1",181.433070866142,592.383202099738,381,"B","B","Endothelial"
"2599",2599,"A1",786.480349344978,587.502183406114,458,"B","B","Epithelial"
"2600",2600,"A1",813.623456790123,587.685185185185,648,"B","B","Epithelial"
"2601",2601,"A1",1530.66877637131,587.143459915612,474,"B","B","Epithelial"
"2602",2602,"A1",255.597701149425,589.586206896552,87,"Unresolvable","Unresolvable","M1"
"2603",2603,"A1",718.407766990291,589.330097087379,103,"B","Epithelial","Epithelial"
"2604",2604,"A1",837.3109375,589.103125,640,"B","B","B"
"2605",2605,"A1",1409.25857519789,588.973614775726,379,"B","B","Epithelial"
"2606",2606,"A1",1473.84807692308,588.5,520,"B","B","DC"
"2607",2607,"A1",1507.96511627907,588.90365448505,602,"B","B","Epithelial"
"2608",2608,"A1",1561.95476190476,590.264285714286,420,"B","B","Epithelial"
"2609",2609,"A1",1674.36567164179,589.378731343284,536,"B","B","Epithelial"
"2610",2610,"A1",56.1025641025641,590.094017094017,117,"Lymphatic","Lymphatic","Lymphatic"
"2611",2611,"A1",515.454918032787,589.217213114754,244,"B","B","B"
"2612",2612,"A1",774.583333333333,590,132,"B","B","Epithelial"
"2613",2613,"A1",238.486529318542,591.662440570523,631,"B","B","Lymphatic"
"2614",2614,"A1",491.601279317697,590.402985074627,469,"B","B","B"
"2615",2615,"A1",1001.95238095238,590.928571428571,42,"Lymphatic","Lymphatic","Lymphatic"
"2616",2616,"A1",565.20297029703,591.173267326733,404,"B","Epithelial","Epithelial"
"2617",2617,"A1",890.246268656716,591.960199004975,402,"B","B","B"
"2618",2618,"A1",1817.66666666667,592.31746031746,189,"Endothelial","Endothelial","Endothelial"
"2619",2619,"A1",1577.49287749288,592.65811965812,351,"B","B","Epithelial"
"2620",2620,"A1",1853.4006514658,592.693811074919,307,"B","B","Lymphatic"
"2621",2621,"A1",1899.09221311475,592.303278688525,488,"B","B","Epithelial"
"2622",2622,"A1",406.181297709924,594.248091603053,524,"B","B","B"
"2623",2623,"A1",737.558052434457,594.50936329588,267,"B","Epithelial","Epithelial"
"2624",2624,"A1",1746.32794457275,593.374133949192,433,"B","B","B"
"2625",2625,"A1",1319.69505962521,595.415672913118,587,"B","B","B"
"2626",2626,"A1",1625.74545454545,596.072727272727,55,"B","B","B"
"2627",2627,"A1",2001.86746987952,596.734939759036,83,"B","B","Epithelial"
"2628",2628,"A1",315.617021276596,597.593085106383,376,"M2","M2","M2"
"2629",2629,"A1",87.3568773234201,597.501858736059,269,"B","B","Lymphatic"
"2630",2630,"A1",1193.09652509653,597.988416988417,518,"B","Epithelial","Epithelial"
"2631",2631,"A1",1263.12931034483,598.120689655172,232,"B","B","B"
"2632",2632,"A1",1654.85069444444,598.055555555556,288,"B","B","B"
"2633",2633,"A1",1701.05699481865,597.39378238342,386,"B","B","Epithelial"
"2634",2634,"A1",262.492063492063,599.373015873016,126,"Unresolvable","Unresolvable","DC"
"2635",2635,"A1",286.209302325581,598.55523255814,688,"B","B","Endothelial"
"2636",2636,"A1",753.470404984424,598.556074766355,642,"B","Epithelial","Epithelial"
"2637",2637,"A1",12.5631970260223,600.788104089219,538,"T","CD4","CD4"
"2638",2638,"A1",72.2521994134897,600.178885630498,341,"Lymphatic","Lymphatic","Lymphatic"
"2639",2639,"A1",222.587443946188,600.923766816143,223,"B","B","Lymphatic"
"2640",2640,"A1",338.0734375,599.9421875,640,"B","Endothelial","B"
"2641",2641,"A1",387.417721518987,600.563291139241,158,"B","B","Endothelial"
"2642",2642,"A1",473.697530864198,600.024691358025,162,"B","B","B"
"2643",2643,"A1",865.518072289157,600.379518072289,166,"B","Endothelial","B"
"2644",2644,"A1",1235.59802306425,600.079077429983,607,"B","B","Epithelial"
"2645",2645,"A1",1342.38321167883,600.503649635036,274,"B","Endothelial","B"
"2646",2646,"A1",1449.93951612903,600.354838709677,248,"B","B","Epithelial"
"2647",2647,"A1",451.648014440433,600.456678700361,554,"B","B","B"
"2648",2648,"A1",1804.31712473573,601.281183932347,473,"Endothelial","Endothelial","Endothelial"
"2649",2649,"A1",845.147186147186,602.757575757576,231,"B","Endothelial","Endothelial"
"2650",2650,"A1",1873.51916376307,601.81881533101,287,"Lymphatic","Lymphatic","Lymphatic"
"2651",2651,"A1",1986.7345971564,602.348341232228,422,"B","B","Epithelial"
"2652",2652,"A1",2018.56762749446,602.822616407982,451,"B","B","Epithelial"
"2653",2653,"A1",368.66955017301,602.72491349481,578,"B","B","Endothelial"
"2654",2654,"A1",521.368518518518,604.483333333333,540,"B","B","B"
"2655",2655,"A1",941.398713826367,603.392282958199,622,"B","Epithelial","Epithelial"
"2656",2656,"A1",1722.82477876106,602.376991150442,565,"B","B","B"
"2657",2657,"A1",1414.96992481203,604.451127819549,133,"B","B","Epithelial"
"2658",2658,"A1",1588.99559471366,603.916299559471,227,"B","B","B"
"2659",2659,"A1",1832.84256559767,603.862973760933,343,"Endothelial","Endothelial","Endothelial"
"2660",2660,"A1",1952.02912621359,604.257281553398,206,"B","B","B"
"2661",2661,"A1",1970.00675675676,603.833333333333,444,"B","B","B"
"2662",2662,"A1",42.2105263157895,605.008310249307,722,"B","B","Lymphatic"
"2663",2663,"A1",495.869791666667,604.427083333333,192,"B","B","B"
"2664",2664,"A1",1465.73371104816,604.821529745043,353,"B","B","Epithelial"
"2665",2665,"A1",1604.98630136986,604.595890410959,146,"B","B","B"
"2666",2666,"A1",1638.03184713376,605.264331210191,314,"B","B","B"
"2667",2667,"A1",1918.125,604.345930232558,344,"B","B","Epithelial"
