"","Well","cellID","pos_x","pos_y","cell_Area","k10_whole","k15_whole","CX2_full"
"4059","A01",4090,1398,837,505,"B","B","B"
"4060","A01",4091,1800,534,533,"B","Lymphatic","Lymphatic"
"4061","A01",4092,1615,1176,458,"B","B","B"
"4062","A01",4093,727,608,425,"Epithelial","Epithelial","Epithelial"
"4063","A01",4094,897,1729,465,"B","Lymphatic","Lymphatic"
"4064","A01",4095,932,1437,803,"B","B","Epithelial"
"4065","A01",4096,779,1343,417,"B","B","B"
"4066","A01",4097,1200,1818,579,"B","B","Epithelial"
"4067","A01",4098,173,423,1026,"T","CD4","CD4"
"4068","A01",4099,917,607,475,"Epithelial","Epithelial","Epithelial"
"4069","A01",4100,719,1250,697,"B","B","B"
"4070","A01",4101,482,67,712,"B","B","B"
"4071","A01",4102,1918,1047,618,"B","B","Epithelial"
"4072","A01",4103,1159,1842,798,"B","B","Epithelial"
"4073","A01",4104,1418,1023,321,"B","B","B"
"4074","A01",4105,1869,671,527,"B","B","B"
"4075","A01",4106,1034,1363,483,"Neutrophil","Neutrophil","Neutrophil"
"4076","A01",4107,1409,79,397,"B","B","B"
"4077","A01",4108,1820,2021,970,"B","B","B"
"4078","A01",4109,905,340,704,"B","B","Epithelial"
"4079","A01",4110,740,970,898,"Neutrophil","Neutrophil","Neutrophil"
"4080","A01",4111,1513,882,629,"B","B","B"
"4081","A01",4112,269,1056,387,"B","B","B"
"4082","A01",4113,283,1421,371,"B","B","B"
"4083","A01",4114,849,847,569,"Neutrophil","Neutrophil","Neutrophil"
"4084","A01",4115,146,617,377,"B","B","Epithelial"
"4085","A01",4116,162,91,595,"B","Lymphatic","Lymphatic"
"4086","A01",4117,127,1506,530,"B","B","B"
"4087","A01",4118,1424,524,537,"B","B","B"
"4088","A01",4119,1362,366,520,"B","B","Epithelial"
"4089","A01",4120,1491,570,690,"B","B","B"
"4090","A01",4121,785,2007,444,"B","B","B"
"4091","A01",4122,1031,1796,201,"Unresolvable","Unresolvable","M1"
"4092","A01",4123,571,920,339,"Neutrophil","Neutrophil","Neutrophil"
"4093","A01",4124,1258,1007,417,"B","B","B"
"4094","A01",4125,1089,370,862,"B","B","Epithelial"
"4095","A01",4126,287,1072,305,"Neutrophil","Neutrophil","Neutrophil"
"4096","A01",4127,362,271,356,"T","CD4","Treg"
"4097","A01",4128,1301,1262,241,"B","Lymphatic","Lymphatic"
"4098","A01",4129,927,1209,464,"Neutrophil","Neutrophil","Neutrophil"
"4099","A01",4130,1051,1391,790,"Neutrophil","Neutrophil","Neutrophil"
"4100","A01",4131,1613,1298,673,"B","B","Epithelial"
"4101","A01",4132,806,875,388,"Neutrophil","Neutrophil","Neutrophil"
"4102","A01",4133,1562,32,646,"B","B","Epithelial"
"4103","A01",4134,631,1011,347,"Neutrophil","Neutrophil","Neutrophil"
"4104","A01",4135,809,292,562,"B","B","B"
"4105","A01",4136,797,668,772,"B","B","Endothelial"
"4106","A01",4137,52,1229,593,"B","B","B"
"4107","A01",4138,466,1629,247,"B","B","B"
"4108","A01",4139,1090,938,832,"B","B","Epithelial"
"4109","A01",4140,1774,81,486,"B","B","B"
"4110","A01",4141,1761,1099,599,"B","B","Epithelial"
"4111","A01",4142,612,751,483,"Neutrophil","Neutrophil","Neutrophil"
"4112","A01",4143,517,851,219,"B","B","Neutrophil"
"4113","A01",4144,857,623,684,"B","B","B"
"4114","A01",4145,901,1692,518,"B","Lymphatic","Lymphatic"
"4115","A01",4146,1283,1751,278,"Neutrophil","Neutrophil","Neutrophil"
"4116","A01",4147,416,461,551,"B","Lymphatic","Lymphatic"
"4117","A01",4148,24,1619,645,"B","B","B"
"4118","A01",4149,806,1860,552,"B","B","B"
"4119","A01",4150,833,1826,566,"B","Lymphatic","Lymphatic"
"4120","A01",4151,149,1300,415,"B","B","CD4"
"4121","A01",4152,313,1039,607,"B","B","B"
"4122","A01",4153,134,1276,405,"B","B","M1"
"4123","A01",4154,170,1101,527,"B","B","B"
"4124","A01",4155,989,1432,1401,"Epithelial","Epithelial","Epithelial"
"4125","A01",4156,1494,199,913,"B","B","Epithelial"
"4126","A01",4157,690,226,664,"B","B","B"
"4127","A01",4158,1499,270,813,"Epithelial","Epithelial","Epithelial"
"4128","A01",4159,203,917,775,"B","B","Endothelial"
"4129","A01",4160,671,1900,559,"Neutrophil","Neutrophil","Neutrophil"
"4130","A01",4161,1710,1572,982,"B","B","B"
"4131","A01",4162,997,1379,599,"Neutrophil","Neutrophil","Neutrophil"
"4132","A01",4163,2003,58,585,"B","B","B"
"4133","A01",4164,1004,770,531,"B","B","B"
"4134","A01",4165,1048,510,193,"B","B","Epithelial"
"4135","A01",4166,1398,31,462,"B","B","B"
"4136","A01",4167,1013,806,280,"Neutrophil","Neutrophil","Neutrophil"
"4137","A01",4168,1391,1435,231,"Unresolvable","Unresolvable","M1"
"4138","A01",4169,979,1647,535,"B","B","Endothelial"
"4139","A01",4170,59,576,340,"T","CD4","Treg"
"4140","A01",4171,477,1847,399,"B","B","B"
"4141","A01",4172,64,1593,557,"B","B","B"
"4142","A01",4173,175,1406,297,"B","B","B"
"4143","A01",4174,1900,998,393,"B","B","Epithelial"
"4144","A01",4175,1742,874,631,"Unresolvable","Unresolvable","M1"
"4145","A01",4176,282,571,384,"M2","M2","M2"
"4146","A01",4177,1908,1803,775,"B","B","B"
"4147","A01",4178,378,201,1012,"B","Lymphatic","Lymphatic"
"4148","A01",4179,1505,539,325,"B","B","B"
"4149","A01",4180,832,30,398,"B","B","B"
"4150","A01",4181,1720,1244,574,"B","B","B"
"4151","A01",4182,298,48,233,"B","Lymphatic","Lymphatic"
"4152","A01",4183,1376,1747,743,"B","B","B"
"4153","A01",4184,737,995,539,"Neutrophil","Neutrophil","Neutrophil"
"4154","A01",4185,656,1912,392,"Neutrophil","Neutrophil","Neutrophil"
"4155","A01",4186,623,842,1701,"Epithelial","Epithelial","Neutrophil"
"4156","A01",4187,557,1048,247,"Neutrophil","Neutrophil","Neutrophil"
"4157","A01",4188,1675,300,955,"B","B","Epithelial"
"4158","A01",4189,1771,129,634,"B","B","Epithelial"
"4159","A01",4190,150,1136,408,"B","B","Epithelial"
"4160","A01",4191,1369,877,554,"B","B","B"
"4161","A01",4192,940,1859,696,"B","B","B"
"4162","A01",4193,1736,664,319,"B","B","B"
"4163","A01",4194,245,1946,587,"B","B","CD4"
"4164","A01",4195,370,1464,445,"B","B","B"
"4165","A01",4196,194,1621,458,"B","B","B"
"4166","A01",4197,1133,358,756,"Epithelial","Epithelial","Epithelial"
"4167","A01",4198,1195,35,419,"B","B","B"
"4168","A01",4199,1751,647,462,"B","B","B"
"4169","A01",4200,1405,1653,580,"B","B","Epithelial"
"4170","A01",4201,996,991,763,"Epithelial","Epithelial","Neutrophil"
"4171","A01",4202,1210,1991,709,"B","B","Epithelial"
"4172","A01",4203,1514,1198,395,"B","B","B"
"4173","A01",4204,1434,2033,329,"Neutrophil","Neutrophil","Neutrophil"
"4174","A01",4205,62,1444,354,"B","B","B"
"4175","A01",4206,1156,1288,891,"B","B","B"
"4176","A01",4207,1834,404,740,"B","B","B"
"4177","A01",4208,1272,711,909,"B","B","Epithelial"
"4178","A01",4209,1814,634,285,"B","B","B"
"4179","A01",4210,1401,221,611,"Epithelial","Epithelial","Epithelial"
"4180","A01",4211,167,374,451,"B","Lymphatic","Lymphatic"
"4181","A01",4212,1037,841,731,"Epithelial","Epithelial","Neutrophil"
"4182","A01",4213,1206,866,459,"B","B","Endothelial"
"4183","A01",4214,226,1528,453,"B","B","B"
"4184","A01",4215,719,205,781,"B","B","Epithelial"
"4185","A01",4216,1224,93,550,"B","B","B"
"4186","A01",4217,1683,1381,481,"B","B","Endothelial"
"4187","A01",4218,271,1369,435,"B","B","B"
"4188","A01",4219,1748,435,547,"B","B","Epithelial"
"4189","A01",4220,826,821,1175,"Neutrophil","Neutrophil","Neutrophil"
"4190","A01",4221,416,1150,583,"B","B","Epithelial"
"4191","A01",4222,97,74,431,"T","CD4","CD4"
"4192","A01",4223,1323,916,519,"B","B","B"
"4193","A01",4224,1637,831,421,"B","B","B"
"4194","A01",4225,993,1810,553,"B","B","B"
"4195","A01",4226,1532,249,533,"B","B","B"
"4196","A01",4227,1194,1358,965,"B","B","B"
"4197","A01",4228,686,301,1081,"B","B","Epithelial"
"4198","A01",4229,244,1679,589,"B","B","B"
"4199","A01",4230,1974,444,697,"B","B","B"
"4200","A01",4231,1918,399,360,"B","B","B"
"4201","A01",4232,1260,1784,684,"Neutrophil","Neutrophil","Neutrophil"
"4202","A01",4233,2012,11,280,"B","B","B"
"4203","A01",4234,353,984,433,"Neutrophil","Neutrophil","Neutrophil"
"4204","A01",4235,1960,1178,953,"B","B","B"
"4205","A01",4236,1250,1132,345,"B","B","B"
"4206","A01",4237,1636,391,658,"B","B","CD4"
"4207","A01",4238,21,468,672,"Endothelial","Endothelial","Endothelial"
"4208","A01",4239,1736,260,459,"B","B","B"
"4209","A01",4240,89,899,826,"B","B","M1"
"4210","A01",4241,506,1727,701,"B","B","B"
"4211","A01",4242,1720,351,431,"B","B","B"
"4212","A01",4243,1835,1214,587,"B","B","Epithelial"
"4213","A01",4244,1708,900,712,"B","B","B"
"4214","A01",4245,1858,1184,602,"Epithelial","Epithelial","Epithelial"
"4215","A01",4246,779,1528,494,"B","B","B"
"4216","A01",4247,1498,505,589,"B","B","Epithelial"
"4217","A01",4248,449,1452,444,"M2","Unresolvable","CD4"
"4218","A01",4249,825,866,561,"Neutrophil","Neutrophil","Neutrophil"
"4219","A01",4250,356,1767,372,"B","B","B"
"4220","A01",4251,453,130,982,"B","B","B"
"4221","A01",4252,1984,724,424,"B","B","Epithelial"
"4222","A01",4253,1555,867,364,"B","B","B"
"4223","A01",4254,138,1960,640,"B","B","B"
"4224","A01",4255,357,1073,699,"Epithelial","Epithelial","Epithelial"
"4225","A01",4256,85,1070,548,"B","B","B"
"4226","A01",4257,1312,1330,708,"B","Lymphatic","Lymphatic"
"4227","A01",4258,950,1398,837,"Epithelial","Epithelial","Epithelial"
"4228","A01",4259,1482,657,295,"B","B","B"
"4229","A01",4260,1442,1510,578,"B","B","B"
"4230","A01",4261,79,1312,464,"B","B","B"
"4231","A01",4262,1188,1903,392,"B","B","Epithelial"
"4232","A01",4263,1832,641,474,"B","Lymphatic","Lymphatic"
"4233","A01",4264,1212,1913,929,"Epithelial","Epithelial","Epithelial"
"4234","A01",4265,832,1214,381,"Neutrophil","Neutrophil","Neutrophil"
"4235","A01",4266,198,838,524,"B","B","B"
"4236","A01",4267,155,1117,525,"B","B","CD4"
"4237","A01",4268,1098,2019,611,"B","B","Epithelial"
"4238","A01",4269,236,960,644,"B","B","B"
"4239","A01",4270,1606,1541,522,"B","B","Endothelial"
"4240","A01",4271,781,1296,929,"B","B","Endothelial"
"4241","A01",4272,439,1125,514,"B","B","Epithelial"
"4242","A01",4273,1589,183,591,"B","B","B"
"4243","A01",4274,1258,254,673,"Epithelial","Epithelial","Epithelial"
"4244","A01",4275,40,1935,535,"Unresolvable","Unresolvable","M1"
"4245","A01",4276,271,185,362,"B","B","B"
"4246","A01",4277,554,1915,353,"B","B","B"
"4247","A01",4278,84,147,412,"B","B","B"
"4248","A01",4279,427,1321,505,"B","Lymphatic","Lymphatic"
"4249","A01",4280,735,1549,462,"Neutrophil","Neutrophil","Neutrophil"
"4250","A01",4281,1478,290,761,"B","B","Epithelial"
"4251","A01",4282,167,150,443,"T","CD8","CD8"
"4252","A01",4283,1443,737,397,"B","B","B"
"4253","A01",4284,1377,557,628,"B","B","Epithelial"
"4254","A01",4285,66,1422,603,"B","B","B"
"4255","A01",4286,1672,1266,776,"B","B","Epithelial"
"4256","A01",4287,764,388,984,"B","B","Endothelial"
"4257","A01",4288,1864,445,432,"B","B","B"
"4258","A01",4289,1340,1628,354,"B","B","B"
"4259","A01",4290,1703,1378,808,"B","B","Neutrophil"
"4260","A01",4291,158,1192,551,"B","B","B"
"4261","A01",4292,738,1804,441,"B","Lymphatic","Lymphatic"
"4262","A01",4293,1627,1359,904,"B","B","B"
"4263","A01",4294,739,947,582,"Neutrophil","Neutrophil","Neutrophil"
"4264","A01",4295,861,657,536,"B","B","B"
"4265","A01",4296,1069,353,737,"B","B","Epithelial"
"4266","A01",4297,668,1427,539,"B","B","B"
"4267","A01",4298,1727,1624,1050,"B","B","B"
"4268","A01",4299,1906,164,349,"B","B","Endothelial"
"4269","A01",4300,1728,102,368,"T","CD8","CD8"
"4270","A01",4301,322,1964,463,"B","B","B"
"4271","A01",4302,486,1922,614,"B","B","B"
"4272","A01",4303,377,1674,479,"B","B","DC"
"4273","A01",4304,1965,630,314,"T","CD8","CD8"
"4274","A01",4305,1366,1717,629,"B","B","M1"
"4275","A01",4306,614,785,271,"Epithelial","Epithelial","Neutrophil"
"4276","A01",4307,375,1605,506,"B","B","B"
"4277","A01",4308,1844,501,458,"B","Lymphatic","Lymphatic"
"4278","A01",4309,425,1467,575,"B","B","B"
"4279","A01",4310,629,1679,649,"B","B","B"
"4280","A01",4311,222,791,613,"B","B","B"
"4281","A01",4312,2010,134,318,"B","Lymphatic","Lymphatic"
"4282","A01",4313,109,1902,699,"B","B","CD4"
"4283","A01",4314,1284,199,710,"B","B","Epithelial"
"4284","A01",4315,248,1168,413,"B","B","B"
"4285","A01",4316,498,1762,701,"B","B","B"
"4286","A01",4317,1817,1313,785,"B","B","B"
"4287","A01",4318,800,1072,401,"Neutrophil","Neutrophil","Neutrophil"
"4288","A01",4319,1440,327,273,"B","B","Epithelial"
"4289","A01",4320,1133,1488,505,"Neutrophil","Neutrophil","Neutrophil"
"4290","A01",4321,1429,1493,476,"B","B","B"
"4291","A01",4322,53,119,285,"B","B","B"
"4292","A01",4323,1463,357,556,"B","B","Epithelial"
"4293","A01",4324,1304,1227,805,"B","Lymphatic","Lymphatic"
"4294","A01",4325,2005,1899,477,"B","B","B"
"4295","A01",4326,1435,440,435,"B","B","Epithelial"
"4296","A01",4327,220,385,418,"B","B","Endothelial"
"4297","A01",4328,273,1687,675,"B","B","B"
"4298","A01",4329,1294,527,878,"B","B","B"
"4299","A01",4330,1285,1071,887,"B","Lymphatic","Lymphatic"
"4300","A01",4331,1192,197,750,"B","B","Epithelial"
"4301","A01",4332,1933,166,396,"B","B","B"
"4302","A01",4333,877,1834,493,"B","B","B"
"4303","A01",4334,1998,710,428,"B","B","B"
"4304","A01",4335,335,1276,538,"B","B","B"
"4305","A01",4336,1137,1861,735,"B","B","B"
"4306","A01",4337,1668,1838,393,"Neutrophil","Neutrophil","Neutrophil"
"4307","A01",4338,643,454,502,"B","Lymphatic","Lymphatic"
"4308","A01",4339,1836,714,310,"T","CD4","Treg"
"4309","A01",4340,1434,1810,521,"B","B","B"
"4310","A01",4341,1855,1866,501,"B","B","B"
"4311","A01",4342,526,1561,330,"B","B","M1"
"4312","A01",4343,875,271,657,"Epithelial","Epithelial","Epithelial"
"4313","A01",4344,721,1270,491,"B","B","B"
"4314","A01",4345,1726,543,650,"B","B","B"
"4315","A01",4346,811,99,686,"B","B","Endothelial"
"4316","A01",4347,672,1978,441,"B","B","B"
"4317","A01",4348,737,905,449,"Neutrophil","Neutrophil","Neutrophil"
"4318","A01",4349,1446,1232,566,"B","B","Epithelial"
"4319","A01",4350,1140,1044,439,"B","B","B"
"4320","A01",4351,826,321,550,"B","B","B"
"4321","A01",4352,390,1440,393,"B","B","B"
"4322","A01",4353,36,2026,299,"B","B","B"
"4323","A01",4354,1779,714,717,"B","B","B"
"4324","A01",4355,1235,1298,463,"B","Lymphatic","Lymphatic"
"4325","A01",4356,1776,467,370,"B","B","Epithelial"
"4326","A01",4357,734,768,799,"Epithelial","Epithelial","Neutrophil"
"4327","A01",4358,329,649,1053,"B","B","Epithelial"
"4328","A01",4359,1409,1042,407,"B","B","B"
"4329","A01",4360,1588,1773,389,"Neutrophil","Neutrophil","Neutrophil"
"4330","A01",4361,1239,1766,901,"Epithelial","Epithelial","Neutrophil"
"4331","A01",4362,296,1941,435,"B","B","B"
"4332","A01",4363,1624,1691,930,"B","B","Endothelial"
"4333","A01",4364,1135,1242,553,"B","B","B"
"4334","A01",4365,581,996,422,"Neutrophil","Neutrophil","Neutrophil"
"4335","A01",4366,289,1346,453,"B","B","B"
"4336","A01",4367,1599,679,527,"B","B","Epithelial"
"4337","A01",4368,1687,392,833,"B","B","B"
"4338","A01",4369,1612,1390,802,"B","B","B"
"4339","A01",4370,1187,94,741,"B","B","Epithelial"
"4340","A01",4371,1219,443,426,"Epithelial","Epithelial","Epithelial"
"4341","A01",4372,1940,1260,512,"B","B","B"
"4342","A01",4373,210,1022,499,"Neutrophil","Neutrophil","Neutrophil"
"4343","A01",4374,1474,769,442,"B","B","B"
"4344","A01",4375,482,1693,483,"B","B","B"
"4345","A01",4376,814,590,836,"B","B","B"
"4346","A01",4377,870,1559,681,"Unresolvable","Unresolvable","M1"
"4347","A01",4378,246,1062,539,"B","B","B"
"4348","A01",4379,2024,246,377,"B","B","B"
"4349","A01",4380,79,1403,302,"B","B","B"
"4350","A01",4381,1067,281,854,"B","B","Epithelial"
"4351","A01",4382,144,677,611,"B","B","Endothelial"
"4352","A01",4383,456,21,400,"B","B","CD4"
"4353","A01",4384,580,1511,559,"B","B","B"
"4354","A01",4385,580,1878,572,"B","B","B"
"4355","A01",4386,179,398,584,"B","Lymphatic","Lymphatic"
"4356","A01",4387,803,1309,472,"B","B","B"
"4357","A01",4388,1778,309,382,"B","B","Epithelial"
"4358","A01",4389,50,237,647,"B","B","Epithelial"
"4359","A01",4390,490,1866,358,"B","B","B"
"4360","A01",4391,1296,1173,604,"Endothelial","Endothelial","Endothelial"
"4361","A01",4392,483,234,490,"B","B","B"
"4362","A01",4393,327,1223,309,"Endothelial","Endothelial","B"
"4363","A01",4394,1944,105,518,"B","B","B"
"4364","A01",4395,1934,1150,356,"B","B","B"
"4365","A01",4396,405,304,722,"B","Lymphatic","Lymphatic"
"4366","A01",4397,1188,1784,878,"B","B","Epithelial"
"4367","A01",4398,790,1929,378,"B","B","CD4"
"4368","A01",4399,1464,266,730,"Epithelial","Epithelial","Epithelial"
"4369","A01",4400,1370,923,545,"B","B","B"
"4370","A01",4401,1499,899,419,"B","B","B"
"4371","A01",4402,1254,1483,639,"B","B","B"
"4372","A01",4403,186,1581,517,"B","B","B"
"4373","A01",4404,1337,1165,690,"B","B","B"
"4374","A01",4405,1406,111,572,"B","B","B"
"4375","A01",4406,55,1863,1019,"B","B","B"
"4376","A01",4407,792,1327,597,"B","B","B"
"4377","A01",4408,692,1933,440,"B","B","B"
"4378","A01",4409,1838,521,568,"B","Lymphatic","Lymphatic"
"4379","A01",4410,182,1831,675,"B","B","B"
"4380","A01",4411,1585,1267,754,"B","B","B"
"4381","A01",4412,409,106,594,"B","B","B"
"4382","A01",4413,1854,884,673,"B","B","B"
"4383","A01",4414,385,618,283,"B","B","Endothelial"
"4384","A01",4415,1790,1667,798,"Neutrophil","Neutrophil","Neutrophil"
"4385","A01",4416,30,326,621,"B","B","B"
"4386","A01",4417,468,1308,418,"B","Lymphatic","Lymphatic"
"4387","A01",4418,390,1754,495,"B","B","B"
"4388","A01",4419,1292,791,634,"B","B","B"
"4389","A01",4420,197,58,639,"B","B","Epithelial"
"4390","A01",4421,1958,512,439,"B","Lymphatic","Lymphatic"
"4391","A01",4422,561,1517,404,"B","B","B"
"4392","A01",4423,1429,682,947,"B","B","B"
"4393","A01",4424,961,1555,545,"B","B","B"
"4394","A01",4425,1534,745,539,"B","B","Endothelial"
"4395","A01",4426,818,1942,486,"B","B","B"
"4396","A01",4427,1560,1119,600,"B","B","B"
"4397","A01",4428,1127,1103,547,"B","B","B"
"4398","A01",4429,1751,1443,374,"Unresolvable","Unresolvable","M1"
"4399","A01",4430,1559,59,622,"B","B","B"
"4400","A01",4431,823,523,357,"B","B","Epithelial"
"4401","A01",4432,1396,1504,762,"B","B","Epithelial"
"4402","A01",4433,1279,808,418,"B","B","Epithelial"
"4403","A01",4434,1447,200,477,"B","B","B"
"4404","A01",4435,1933,653,349,"T","CD4","CD8"
"4405","A01",4436,448,1145,515,"B","B","B"
"4406","A01",4437,1327,546,693,"B","B","Epithelial"
"4407","A01",4438,118,438,370,"B","B","B"
"4408","A01",4439,1525,678,535,"B","B","Epithelial"
"4409","A01",4440,1446,1150,594,"B","B","DC"
"4410","A01",4441,927,320,431,"B","B","Epithelial"
"4411","A01",4442,846,1100,341,"Neutrophil","Neutrophil","Neutrophil"
"4412","A01",4443,1931,1622,657,"B","B","B"
"4413","A01",4444,46,832,560,"B","B","CD4"
"4414","A01",4445,1525,299,640,"B","B","Epithelial"
"4415","A01",4446,803,11,351,"B","B","B"
"4416","A01",4447,531,1493,468,"B","B","B"
"4417","A01",4448,368,1091,672,"B","B","Epithelial"
"4418","A01",4449,1029,1678,806,"B","B","B"
"4419","A01",4450,1659,505,503,"B","B","B"
"4420","A01",4451,1378,131,530,"B","B","Epithelial"
"4421","A01",4452,1419,770,563,"B","B","B"
"4422","A01",4453,1692,578,535,"B","B","Epithelial"
"4423","A01",4454,646,765,511,"Neutrophil","Neutrophil","Neutrophil"
"4424","A01",4455,1168,150,517,"B","B","Epithelial"
"4425","A01",4456,1078,1981,460,"B","B","DC"
"4426","A01",4457,152,1665,327,"B","B","B"
"4427","A01",4458,1193,778,738,"B","B","B"
"4428","A01",4459,1362,1244,1026,"B","B","Epithelial"
"4429","A01",4460,1574,1375,377,"B","B","DC"
"4430","A01",4461,403,1914,428,"B","B","B"
"4431","A01",4462,829,1067,367,"Neutrophil","Neutrophil","Neutrophil"
"4432","A01",4463,1586,663,340,"B","B","Epithelial"
"4433","A01",4464,1142,304,635,"Epithelial","Epithelial","Epithelial"
"4434","A01",4465,1982,1147,584,"B","B","B"
"4435","A01",4466,823,1415,699,"Neutrophil","Neutrophil","Neutrophil"
"4436","A01",4467,1298,269,380,"Epithelial","Epithelial","Epithelial"
"4437","A01",4468,1193,1755,827,"B","B","B"
"4438","A01",4469,1703,377,569,"B","B","Epithelial"
"4439","A01",4470,888,584,228,"B","B","B"
"4440","A01",4471,786,900,590,"Neutrophil","Neutrophil","Neutrophil"
"4441","A01",4472,254,1824,352,"B","B","B"
"4442","A01",4473,635,41,594,"B","B","B"
"4443","A01",4474,1812,1675,513,"Neutrophil","Neutrophil","Neutrophil"
"4444","A01",4475,743,566,941,"Epithelial","Epithelial","Epithelial"
"4445","A01",4476,1576,590,372,"B","B","Epithelial"
"4446","A01",4477,86,1795,543,"B","B","CD4"
"4447","A01",4478,1437,97,406,"B","CD4","CD4"
"4448","A01",4479,510,1865,493,"B","B","B"
"4449","A01",4480,332,527,886,"B","B","Epithelial"
"4450","A01",4481,375,1816,459,"B","B","B"
"4451","A01",4482,1513,1540,614,"B","B","B"
"4452","A01",4483,1816,1467,656,"B","B","B"
"4453","A01",4484,1073,1506,995,"Epithelial","Epithelial","Epithelial"
"4454","A01",4485,1097,1337,1011,"Neutrophil","Neutrophil","Neutrophil"
"4455","A01",4486,274,735,636,"B","B","Endothelial"
"4456","A01",4487,315,1528,615,"B","B","B"
"4457","A01",4488,1133,876,662,"B","B","B"
"4458","A01",4489,716,1381,543,"B","B","B"
"4459","A01",4490,538,1513,374,"Unresolvable","Unresolvable","M1"
"4460","A01",4491,1796,409,824,"B","B","B"
"4461","A01",4492,130,662,717,"B","B","Endothelial"
"4462","A01",4493,838,355,1019,"B","B","B"
"4463","A01",4494,1036,1591,822,"B","B","B"
"4464","A01",4495,1898,1831,490,"B","B","B"
"4465","A01",4496,367,1367,714,"B","Lymphatic","Lymphatic"
"4466","A01",4497,820,1925,471,"B","B","B"
"4467","A01",4498,206,890,791,"B","B","B"
"4468","A01",4499,410,1200,539,"B","Lymphatic","Lymphatic"
"4469","A01",4500,2004,583,519,"B","B","Epithelial"
"4470","A01",4501,1434,805,576,"B","B","B"
"4471","A01",4502,444,1067,624,"B","B","Epithelial"
"4472","A01",4503,2017,1275,392,"B","B","B"
"4473","A01",4504,69,2018,674,"B","B","B"
"4474","A01",4505,827,1649,477,"B","B","B"
"4475","A01",4506,1250,1434,800,"B","B","B"
"4476","A01",4507,1955,1364,298,"B","B","Epithelial"
"4477","A01",4508,1145,1719,489,"B","B","B"
"4478","A01",4509,1260,1172,617,"B","Lymphatic","Lymphatic"
"4479","A01",4510,1373,861,359,"B","B","B"
"4480","A01",4511,1341,1496,963,"B","B","Epithelial"
"4481","A01",4512,887,1262,396,"Neutrophil","Neutrophil","Neutrophil"
"4482","A01",4513,1574,1334,593,"B","B","B"
"4483","A01",4514,500,1516,495,"B","B","B"
"4484","A01",4515,1833,485,485,"B","Lymphatic","Lymphatic"
"4485","A01",4516,327,825,463,"B","B","Epithelial"
"4486","A01",4517,1927,1604,628,"B","B","B"
"4487","A01",4519,514,1832,391,"B","B","CD4"
"4488","A01",4520,126,397,706,"B","Lymphatic","Lymphatic"
"4489","A01",4521,445,979,509,"Neutrophil","Neutrophil","Neutrophil"
"4490","A01",4522,1218,1045,485,"B","B","B"
"4491","A01",4523,1863,748,344,"B","B","Epithelial"
"4492","A01",4524,1939,147,561,"B","B","B"
"4493","A01",4525,26,1685,922,"B","B","B"
"4494","A01",4526,1118,712,1849,"Epithelial","Epithelial","Epithelial"
"4495","A01",4527,817,1212,307,"Neutrophil","Neutrophil","Neutrophil"
"4496","A01",4528,1767,863,639,"B","Lymphatic","Lymphatic"
"4497","A01",4529,445,582,639,"B","B","B"
"4498","A01",4530,1584,395,656,"Epithelial","Epithelial","Epithelial"
"4499","A01",4531,358,1845,285,"B","B","B"
"4500","A01",4532,868,429,740,"B","B","B"
"4501","A01",4533,2002,851,518,"B","B","B"
"4502","A01",4534,1264,1262,838,"B","Lymphatic","Lymphatic"
"4503","A01",4535,1817,539,379,"B","Lymphatic","Lymphatic"
"4504","A01",4536,896,420,591,"B","B","Epithelial"
"4505","A01",4537,1791,1956,782,"B","B","Endothelial"
"4506","A01",4538,164,1587,424,"B","B","B"
"4507","A01",4539,1535,1930,718,"Epithelial","Epithelial","Neutrophil"
"4508","A01",4540,527,683,822,"B","B","B"
"4509","A01",4541,90,351,794,"B","B","B"
"4510","A01",4542,63,134,400,"B","B","CD4"
"4511","A01",4543,795,1004,154,"Neutrophil","Neutrophil","Neutrophil"
"4512","A01",4544,1896,543,601,"B","B","B"
"4513","A01",4545,1741,1762,507,"Neutrophil","Neutrophil","Neutrophil"
"4514","A01",4546,978,464,852,"Epithelial","Epithelial","Epithelial"
"4515","A01",4547,146,1234,285,"B","B","B"
"4516","A01",4548,190,1530,413,"B","B","B"
"4517","A01",4549,661,891,891,"Epithelial","Epithelial","Neutrophil"
"4518","A01",4550,1301,249,495,"Epithelial","Epithelial","Epithelial"
"4519","A01",4551,212,1995,945,"B","B","B"
"4520","A01",4552,1759,1661,831,"Neutrophil","Neutrophil","Neutrophil"
"4521","A01",4553,1207,313,497,"Epithelial","Epithelial","Epithelial"
"4522","A01",4554,1183,1884,666,"B","B","Epithelial"
"4523","A01",4555,1532,1387,524,"B","B","B"
"4524","A01",4556,1396,1713,597,"M2","M2","M2"
"4525","A01",4557,313,73,250,"B","Lymphatic","Lymphatic"
"4526","A01",4558,142,836,673,"B","B","B"
"4527","A01",4559,1240,1913,422,"Epithelial","Epithelial","Epithelial"
"4528","A01",4560,1470,1377,751,"B","B","B"
"4529","A01",4561,1924,966,641,"Epithelial","Epithelial","Epithelial"
"4530","A01",4562,901,1010,571,"Neutrophil","Neutrophil","Neutrophil"
"4531","A01",4563,1255,759,572,"B","B","Epithelial"
"4532","A01",4564,1005,1701,683,"Neutrophil","Neutrophil","Neutrophil"
"4533","A01",4565,962,902,1088,"Neutrophil","Neutrophil","Neutrophil"
